url,thumbnail,description,likes,category,username
https://www.tiktok.com/@gum.cohy/video/7533086804333939986,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oQ3UMTIQQDARpeFeezLoVPUCgSx25IARGCcjRh~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=rGUrIDw%2F9cnuelyE9aK%2B2xDoEks%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,59800.0,all,gum.cohy
https://www.tiktok.com/@tung6686868/video/7532693590963719431,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/o0G7TdeHCViwRLJI1AUCAZocIEgDAQaAjv8ffW~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=DKSfq3N3k2DHa3JVtxNhhqtUJHE%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,28200.0,all,tung6686868
https://www.tiktok.com/@thainho_96/video/7533604749019680007,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oYAACatMFY0IfA4i7CBlHIGnqRvIi7iwDQSCx2~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=SojNmWUgmlIhq0SfeLpDOxgiz3c%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,276700.0,all,thainho_96
https://www.tiktok.com/@tranthituyetngan_9chu/video/7532821373366947073,https://p9-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oQTFERIS0BuAPAM95zdJvXIEiBIiaI98VYnOW~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=2EsIAYKOOBjz%2FlhC8L3mqI1noE8%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,30500.0,all,tranthituyetngan_9chu
https://www.tiktok.com/@islam.eldeh.babies/video/7532495700307807510,https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-p-0037-no/osVlMZ0kGgoe0jymAULuIqjxoDeeRlLgI9AoIE~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=YASzJLV8ViSjw0u%2BI1rlBnfA0Ro%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,160900.0,all,islam.eldeh.babies
https://www.tiktok.com/@hettienroi1106/video/7532337951049633042,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oMI91iAIqB06RXC6PwlPA0YmIf9gIAAil1ImBG~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=Owg4dpSeyouMakfWzjhZUlaDWJA%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,106700.0,all,hettienroi1106
https://www.tiktok.com/@baoanh.samsam/video/7530903993686478098,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oMfYn0QggDARhoB8WJXoDSeekUohDIAGMCkjFa~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=%2FYSf2%2B5D7fM9KhSDJhHgu%2BxKASk%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,470100.0,all,baoanh.samsam
https://www.tiktok.com/@24h.sports/video/7531395269699570962,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/okw4yBcao6BT4rqEBhFEgLDKChAV2FyIExffUO~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=z7zBK%2BRNe3%2BungYBOQ8M7ApnObE%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,79700.0,all,24h.sports
https://www.tiktok.com/@huong_liiy/video/7532085168153136392,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/okLiAVIP8FB9XVYADIIoKwS5vJWZdpsBbHaEi~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=%2FmtL%2F7N8KyaRzvYI7Iwob8SbuF8%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,46300.0,all,huong_liiy
https://www.tiktok.com/@alexis_goye/video/7532603432293666070,https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-p-0037-no/okY7vCkDoBXzVeEFEvnSbAIIEFWSfi0g0RQdEN~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=wcKL9xEUCaQt9ePF276UzgcU26M%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,7000000.0,all,alexis_goye
https://www.tiktok.com/@tuanjp1505/video/7533765076457655560,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/o4F53cvojA1nBfsBEgcUGRTBUGNfIbVtEQSgED~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=1fpzb6KARVVYQLd3BiVNNjgjemk%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,18500.0,all,tuanjp1505
https://www.tiktok.com/@thaygiao3172000/video/7533884671789206791,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oA2eANMbtgi7WIBeMQ8FGHVWHY1reuRoAQGYfg~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=EM4XO69e3wi9EjXKxMHP%2FU2D%2Fzw%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,62400.0,all,thaygiao3172000
https://www.tiktok.com/@okwinbantinnhanh/video/7531351005389360391,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oYldIoQFHGA9uKnjfXL0DjRDGIeAPCpCQOe8EI~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=ZdgDWAd%2BBP6u1Ix1UHLmqVabel0%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,24700.0,all,okwinbantinnhanh
https://www.tiktok.com/@hongdrama01_/video/7534148707541929223,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/ocKfQ6CRDAoQxejMGIAFeDlAO7TGHLkhVomrrI~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=GF5xGxCs65tqtQureHJX808i%2FJw%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,32800.0,all,hongdrama01_
https://www.tiktok.com/@giadunggiarebupbip/video/7532387305466694919,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/okGEfiBumF8tABU3WolMRXgcoEEXfBIDIIaly2~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=KS0i72A9G9n9UgzO6vlE%2FcSV%2Bbg%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,20700.0,all,giadunggiarebupbip
https://www.tiktok.com/@funnydouyin520/video/7531898665737211144,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/ospfNA78qUCzNEQo8hFfBBgm4WGV3kILRVDmEd~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=HgFUUWXjMg0YL5GunEfzwQM%2FJx4%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,460900.0,all,funnydouyin520
https://www.tiktok.com/@b.btep22/video/7532310022676679943,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oEaDBiIqgaBniB4IDgINjA56EqJIAviYvVbit~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=QwEfaskpC3lJLNEuCR6mQzLi5Hc%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,7305.0,all,b.btep22
https://www.tiktok.com/@ngzxan_/video/7531731898025004306,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oERIU3JyQEinek3BhLoEMDIBhQzAc7jfgAmFkR~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=SYpHoeWkmgqfI9YDxSofrA51Yjw%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,122700.0,all,ngzxan_
https://www.tiktok.com/@huynh1234567.89/video/7531452690543480071,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/o4Qjf4RAimA3ydMFDDQp7CFeQtECMAfkEGIoHF~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=h5YyPa0awtv6ejLTCGYi4lrFDJ0%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,33900.0,all,huynh1234567.89
https://www.tiktok.com/@thaynamlumvechai/video/7532007214622493960,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/o00TqQHqwAtE4AiIyAQIKKzCqQCdwDfyEgEBiz~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=c%2B3CFP4Ud7a5QSBjKlamuPK4hhA%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,4108.0,all,thaynamlumvechai
https://www.tiktok.com/@mustsharenews/video/7532415311857847572,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oAA4BgwoGQE4GReeAyLAwsWNvJeMiAGIIfAbJI~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=47yfSbBRV39%2BitMfGq4ZoxnZnfQ%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,381500.0,all,mustsharenews
https://www.tiktok.com/@oanhgau188/video/7530862545779903752,https://p9-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oUeGQR8JmSjysH3F28FyQizfAEL5GiAfCeGAPI~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=iRGUgpqVLUieyj3vDcQP8bi99g4%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,161200.0,all,oanhgau188
https://www.tiktok.com/@okwintintuctonghop/video/7532086913075891463,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/ogvDSiZIBAAHiUBJWmESCaYWX3CIEl0VPBFdX~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=STsqSN4gdVb05E8Lf8ZMwi7YdMo%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,33700.0,all,okwintintuctonghop
https://www.tiktok.com/@th.nghiane/video/7533181148554415361,https://p9-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oQD0qR3dHALzDIISwIi0RPoB8f6SUGZiACAuLI~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=S3O8dbD2OcOCdnlTjzVbMoZ%2B3vM%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,102000.0,all,th.nghiane
https://www.tiktok.com/@bacgau1989/video/7533798908116438280,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oM1NuiEqbI4V1ADBIjaiEDYIID5Sym0abAPBc~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=stFPzUwonNdxftIaHtb5Tuj3ueM%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,180000.0,all,bacgau1989
https://www.tiktok.com/@6chs_1/video/7529415653778935060,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/o4qAPt5ANu1BG03cA2hI7Sf3CAAi92i0wEtImb~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=LfvwtQseSyRQSOIqZ%2FSpGXkvvTs%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,32900.0,all,6chs_1
https://www.tiktok.com/@con_la_min_ne/video/7528777415246613781,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/osD2AQ5EXecEISFjpyIAcWAoOlAfo1t7ABeEzD~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=lHPUCZw%2B2eurEQmsepbFxkYcguc%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,267200.0,all,con_la_min_ne
https://www.tiktok.com/@dvoeplay/video/7531384043502406913,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/ooADAf7JDaRQeEBAfEGb9IhlgCsrIPLAAI8EoS~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=cIKJqA0CnrxRAwlKGwtwFRrhnSM%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,815300.0,all,dvoeplay
https://www.tiktok.com/@gia_dung_viet_nam/video/7528424763036208391,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/o8Z6s0VIiE8SAilBxAKEAwAVC4APBqB5CInfIm~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=yDjBbNyUt3iuT3XlLRg4%2B0n4WuM%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,111700.0,all,gia_dung_viet_nam
https://www.tiktok.com/@po.trann77/video/7533239824380169493,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/okTNIoyG5GA34PAiAuLeDjRAEIdAXEeFQseYWI~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=UBUqzkoxe0pcIs5eXH9EI9JUhJY%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,58500.0,all,po.trann77
https://www.tiktok.com/@shaga_lin/video/7525286606220037381,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,1500000.0,all,shaga_lin
https://www.tiktok.com/@elena.in.vietnam/video/7533202828987239687,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,16600.0,all,elena.in.vietnam
https://www.tiktok.com/@nhatduyy_2/video/7532095738738691335,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/osGI4aTIvdAIiAAiiBBxhAYIWEVHHOYOEzMKI~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=nri3CF4IX7uYshPRgJ%2FRycqk2qc%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,137100.0,all,nhatduyy_2
https://www.tiktok.com/@ttinflyou/video/7533541363539873042,https://p9-sign-sg.tiktokcdn.com/tos-alisg-p-0037/o8zifWfREAoQFGHrAQLAMDQGleUMMegIGRFoyg~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=fMvIgEcwwfNG5cPT2S6MeGgYIaM%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,112200.0,all,ttinflyou
https://www.tiktok.com/@tuanduowng/video/7526530488727637255,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/o4MzvUsEifRHDILIYBFoAmdDg5UzABa6f5cEuk~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=zSaL8sZmUSEDutctFK5s7Zt8CmA%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,371600.0,all,tuanduowng
https://www.tiktok.com/@phamvusongthu/video/7534235877854219536,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/o8YR9jE0MROkvdQ1EjuC9fgIDfA9FBDlXBmovQ~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=G99zkiRw73PP9gFvbkTcdbPFACw%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,47400.0,all,phamvusongthu
https://www.tiktok.com/@mihquan1404/video/7530896025637129479,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oAPiaFAYBsidBMuDOvEIIOjcAMoKHzdQh3IVJ~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=QkS25b6idmBNppPc6mDCU7szqws%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,255600.0,all,mihquan1404
https://www.tiktok.com/@quangtho88ss/video/7529811623813319954,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/o4DylEoBOQQfyFaI5owf7nW8Ls3ACjAqfQI0AD~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=zgi45CpzJNhy7m02p0Jr07r44hY%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,18200.0,all,quangtho88ss
https://www.tiktok.com/@_quan_1108/video/7530279496423836935,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oMIpfvgAo1AL8Id2cbju9AeMeoGhDCVgkKqRNB~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=0AbvJfg%2FDxu%2FkA%2FgmZC0fgxiVVc%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,89300.0,all,_quan_1108
https://www.tiktok.com/@minhthien10.12/video/7527960913727540498,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oY7BQ4ED7tfDBx4HYQLxImYQScFn5jAe4UC4fA~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=jvquhOzJVSorLjbPvgTrED2xzsI%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,121300.0,all,minhthien10.12
https://www.tiktok.com/@mia.photo/video/7531618259502648583,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oYYdJAKB0BrybgtiiAAt7AE0CAUFfQkwWIIuC0~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=2LAShHURNI0YlvcS9JpJZWKt17c%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,31700.0,all,mia.photo
https://www.tiktok.com/@xiuxiu2802/video/7532445807233076481,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/o0EIIFRgTEAeDWDkIfVFAoAAEVnbDEg5CCeAj7~tplv-photomode-zoomcover:720:720.jpeg?dr=14555&x-expires=1754578800&x-signature=d4%2F6KyN%2BOwdO83e81J4n0Fm%2F4zk%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=my&ftpl=1,,19500.0,all,xiuxiu2802
